"course","section","required","title","author","edition","isbn"
"HIST 3311","01","REQUIRED","WORLDS OF MEDIEVAL EUROPE","BACKMAN","2ND 09","9780195335279"

"HIST 3331","01","REQUIRED","AGE OF GREAT DREAMS:AMERICA IN 1960'S","FARBER","94","9780809015672"

"HIST 3331","01","REQUIRED","COLD WAR,COOL MEDIUM","DOHERTY","03","9780231129534"

"HIST 3337","01","REQUIRED","COURSE OF MEXICAN HISTORY","MEYER","9TH 11","9780199730384"

"HIST 4342","01","REQUIRED","GOING TO THE SOURCES","BRUNDAGE","5TH 13","9781118515310"

"HIST 4344","01","REQUIRED","END OF EUROPEAN ERA,1890 TO PRESENT","GILBERT","6TH 09","9780393930405"

"HIST 4344","01","REQUIRED","LIFE IN THE THIRD REICH","BESSEL","87","9780192802101"

"HIST 4344","01","REQUIRED","MAGIC LANTERN,W/NEW AFTERWORD","ASH","93","9780679740483"

"HIST 4344","01","REQUIRED","RUSSIAN REVOLUTION","FITZPATRICK","(2ND)94","9780192802040"

"HIST 4349","01","REQUIRED","CHEESE+THE WORMS","GINZBURG","80","9780801843877"

"HONS 1340","01","REQUIRED","CHRONICLES OF NARNIA (SINGLE VOLUME)","LEWIS","01","9780066238500"

"HONS 1340","01","REQUIRED","NARNIA CODE","WARD","0","9781414339658"

"HONS 1340","01","REQUIRED","WAY INTO NARNIA","SCHAKEL","05","9780802829849"

"HONS 1340","02","REQUIRED","LIVING RELIGIONS","FISHER","9TH 14","9780205956401"

"HONS 1340","03","REQUIRED","DEMONS: A CHRISTIAN PRIMER","PATELLA, MICHA","0","9780814632772"

"HONS 1340","03","REQUIRED","CATHOLIC STUDY BIBLE-REVISED EDITION","BIBLE","2ND 11","9780195297768"

"HONS 1340","03","REQUIRED","EPIC OF GILAMESH:NEW TRANSLATION","GEORGE","99","9780140449198"

"HONS 1367","01","REQUIRED","COMPLETE PERSEPOLIS","SATRAPI","04","9780375714832"

"HONS 1367","01","REQUIRED","SHORT GUIDE TO WRITING ABOUT FILM","CORRIGAN","8TH 12","9780205236398"

"HONS 1367","01","REQUIRED","SLAUGHTERHOUSE-FIVE","VONNEGUT","69","9780385333849"

"HONS 2321","01","REQUIRED","LIVING JUSTICE-CLASSROOM ED.","MASSARO","2ND 11","9781442210134"

"HONS 2321","01","REQUIRED","TAKING SIDES:...SOCIAL ISSUES","FINSTERBUSCH","17TH 12","9780078050336"

"HONS 2321","01","REQUIRED","TAKING SIDES:...SOCIAL ISSUES:EXPANDED","FINSTERBUSCH","17TH 14","9780078139475"

"HONS 2360","01","REQUIRED","GROUNDWORK OF METAPHYSICS OF MORALS","KANT","97","9780521626958"

"HONS 2360","01","REQUIRED","HONS 2360 COURSE READER","WAKE","F12","000000000000"

"HONS 2360","01","REQUIRED","NICOMACHEAN ETHICS","ARISTOTLE","02","9780198752714"

"HONS 2360","02","REQUIRED","INSTRUCTOR DID NOT SUBMIT AN ADOPTION","UNKNOWN","0","000000000000"

"HONS 2379","01","REQUIRED","ALL'S WELL THAT ENDS WELL","SHAKESPEARE","59","9781903436233"

"HONS 2379","01","REQUIRED","CORIOLANUS","SHAKESPEARE","03","9780486426884"

"HONS 2379","01","REQUIRED","HENRY V","SHAKESPEARE","99","9780140714586"

"HONS 2379","01","REQUIRED","MEASURE FOR MEASURE","SHAKESPEARE","04","9780312395063"

"HONS 2379","01","REQUIRED","MERCHANT OF VENICE (NEWLY REV.ED.)","SHAKESPEARE","98","9780451526809"

"HONS 2379","01","REQUIRED","OTHELLO","SHAKESPEARE","(REV)01","9780140714630"

"HONS 3331","01","REQUIRED","CHINA SINCE 1949","BENSON","2ND 12","9781408237694"

"HONS 3331","01","REQUIRED","CHINA:GLOBAL STUDIES","ANNUAL EDITION","14TH 12","9780078026195"

"HONS 3375","01","REQUIRED","HISTORY OF THE WORLD IN 6 GLASSES","STANDAGE","05","9780802715524"

"HONS 3375","01","REQUIRED","TRADITIONS+ENCOUNTERS,VOL.II","BENTLEY","5TH 11","9780077368036"

"HONS 3396","01","REQUIRED","ACTUAL MINDS,POSSIBLE WORLDS","BRUNER","86","9780674003668"

"HONS 4370","01","REQUIRED","GETTING FROM COLLEGE TO CAREER","POLLAK","REV 11","9780062069276"

"HONS 4370","01","REQUIRED","HOW TO WRITE A BA THESIS","LIPSON","05","9780226481265"

"HONS 4399","01","REQUIRED","INSTRUCTOR DID NOT SUBMIT AN ADOPTION","UNKNOWN","0","000000000000"

"HONS 4399","03","REQUIRED","INSTRUCTOR DID NOT SUBMIT AN ADOPTION","UNKNOWN","0","000000000000"

"HONS 4399","05","REQUIRED","INSTRUCTOR DID NOT SUBMIT AN ADOPTION","UNKNOWN","0","000000000000"

"HONS 4399","06","REQUIRED","INSTRUCTOR DID NOT SUBMIT AN ADOPTION","UNKNOWN","0","000000000000"

"HONS 4399","09","REQUIRED","INSTRUCTOR DID NOT SUBMIT AN ADOPTION","UNKNOWN","0","000000000000"

"HONS 4399","10","REQUIRED","INSTRUCTOR DID NOT SUBMIT AN ADOPTION","UNKNOWN","0","000000000000"

"IBUS 3330","01","REQUIRED","IBUS 3330 CASE STUDIES","LENN","S09","000000000000"

"IBUS 3330","01","REQUIRED","INTERNATIONAL MANAGEMENT","LUTHANS","8TH 11","9780078112577"

"IBUS 3330","02","REQUIRED","IBUS 3330 CASE STUDIES","LENN","S09","000000000000"

"IBUS 3330","02","REQUIRED","INTERNATIONAL MANAGEMENT","LUTHANS","8TH 11","9780078112577"

"IBUS 3336","01","REQUIRED","INTERNATIONAL ECONOMICS","CARBAUGH","14TH 13","9781133947721"

"IBUS 4341","01","REQUIRED","GLOBAL MARKETING","KEEGAN","7TH 13","9780132719155"

"IBUS 4346","01","REQUIRED","FINC/IBUS 4346 CASE STUDIES","ROTARU","S13","000000000000"

"IBUS 4346","01","REQUIRED","FUNDAMENTALS OF MULTINATIONAL FINANCE","MOFFETT","4TH 12","9780132138079"

"IBUS 4380","01","REQUIRED","M:INTERNATIONAL BUSINESS","GERINGER","12","9780078029370"

"IBUS 4380","02","REQUIRED","M:INTERNATIONAL BUSINESS","GERINGER","12","9780078029370"

"IGMT 2305","01","REQUIRED","GAME PRODUCTION HANDBOOK","CHANDLER","3RD 13","9781449688097"

"IGST 2325","01","REQUIRED","GAME SOUND","COLLINS","08","9780262033787"

"IGST 2325","01","REQUIRED","IGST 2325 COURSEPACK","ROSENBLUM","F12","000000000000"

"IGST 2325","01","REQUIRED","SOUND EFFECTS BIBLE","VIERS","08","9781932907483"

"IGST 2325","01","RECOMMENDED","HOW MUSIC WORKS","POWELL","10","9780316098311"

"IGST 3328","01","REQUIRED","INTERACTIVE STORYTELLING F/VIDEO GAMES","LEBOWITZ","11","9780240817170"

"IGST 3328","01","REQUIRED","WRITING FOR VIDEO GAME GENRES","DESPAIN","09","9781568814179"

"JAPN 1311","01","REQUIRED","GENKI I:INTEG.CRSE.ELEM.JAP.-WKBK.W/CD","BANNO","2ND 11","9784789014410"

"JAPN 1311","01","REQUIRED","GENKI I:INTEG.CRSE.ELEM.JAPANESE-W/CD","BANNO","2ND 11","9784789014403"

"JAPN 1311","02","REQUIRED","INSTRUCTOR DID NOT SUBMIT AN ADOPTION","UNKNOWN","0","000000000000"

"JAPN 2311","01","REQUIRED","GENKI I:INTEG.CRSE.ELEM.JAP.-WKBK.W/CD","BANNO","2ND 11","9784789014410"

"JAPN 2311","01","REQUIRED","GENKI I:INTEG.CRSE.ELEM.JAPANESE-W/CD","BANNO","2ND 11","9784789014403"

"JOUR 2310","01","REQUIRED","ASSOCIATED PRESS STYLEBOOK 2012","ASSOCIATED PRE","2012","9780917360565"

"JOUR 2310","01","REQUIRED","ENG.2200:COLL.ED,W/INDEX","BLUMENTHAL","4TH 94","9780155008595"

"JOUR 2321","01","REQUIRED","ASSOCIATED PRESS STYLEBOOK 2012","ASSOCIATED PRE","2012","9780917360565"

"JOUR 2321","01","REQUIRED","MELVIN MENCHER'S NEWS REPORTING+WRITING","MENCHER","12TH 11","9780073511993"

"JOUR 3304","01","REQUIRED","INSTRUCTOR DID NOT SUBMIT AN ADOPTION","UNKNOWN","0","000000000000"

"JOUR 3320","01","REQUIRED","INSTRUCTOR DID NOT SUBMIT AN ADOPTION","UNKNOWN","0","000000000000"

"JOUR 3322","01","REQUIRED","ASSOCIATED PRESS STYLEBOOK 2012","ASSOCIATED PRE","2012","9780917360565"

"JOUR 3322","01","REQUIRED","ONLINE JOURNALISM","FOUST","3RD 11","9781934432174"

"KINE 1104","01","REQUIRED","INSTRUCTOR DID NOT SUBMIT AN ADOPTION","UNKNOWN","0","000000000000"

"KINE 1105","01","REQUIRED","INSTRUCTOR DID NOT SUBMIT AN ADOPTION","UNKNOWN","0","000000000000"

"KINE 1109","01","REQUIRED","PILATES EVOLUTION-21ST CENTURY","PILATES","12","9781928564911"

"KINE 1109","01","REQUIRED","YOUR HEALTH","PILATES","0","9780961493783"

"KINE 1109","02","REQUIRED","PILATES EVOLUTION-21ST CENTURY","PILATES","12","9781928564911"

"KINE 1109","02","REQUIRED","YOUR HEALTH","PILATES","0","9780961493783"

"KINE 1111","01","REQUIRED","INSTRUCTOR DID NOT SUBMIT AN ADOPTION","UNKNOWN","0","000000000000"

"KINE 1121","01","REQUIRED","INSTRUCTOR DID NOT SUBMIT AN ADOPTION","UNKNOWN","0","000000000000"

"KINE 1123","01","REQUIRED","INSTRUCTOR DID NOT SUBMIT AN ADOPTION","UNKNOWN","0","000000000000"

"KINE 1311","01","REQUIRED","CAREERS IN SPORT,FITNESS+EXERCISE","HUMAN KINETICS","11","9780736095662"

"KINE 1311","01","REQUIRED","INTRO.TO KINESIOLOGY-W/ACCESS","HOFFMAN","4TH 14","9781450434324"

"KINE 1311","02","REQUIRED","CAREERS IN SPORT,FITNESS+EXERCISE","HUMAN KINETICS","11","9780736095662"

"KINE 1311","02","REQUIRED","INTRO.TO KINESIOLOGY-W/ACCESS","HOFFMAN","4TH 14","9781450434324"

"KINE 1320","01","REQUIRED","ADVANCED 1ST AID,CPR+AED W/ACCESS CODE","AM.ACAD.ORTH.","6TH '11","9781449635053"

"KINE 1320","01","STUDY AID","FIRST AID","BARCHARTS","0","000000000000"

"KINE 2152","01","REQUIRED","ORTHOPEDIC+ATHLETIC INJURY EXAM.HANDBK.","STARKEY","2ND 09","9780803617223"

"KINE 2153","01","REQUIRED","ORTHOPEDIC+ATHLETIC INJURY EXAM.HANDBK.","STARKEY","2ND 09","9780803617223"

"KINE 2324","01","REQUIRED","ACSM'S EXER.MGMT.F/PERS.W/CHRON.DIS...","DURSTINE","3RD 09","9780736074339"

"KINE 2324","01","REQUIRED","ADAPTED PHYSICAL EDUCATION+SPORT-W/DVD","WINNICK","5TH 11","9780736089180"

"KINE 2328","01","REQUIRED","INSTRUCTOR DID NOT SUBMIT AN ADOPTION","UNKNOWN","0","000000000000"

"KINE 2335","01","REQUIRED","ESSEN.OF ATHLETIC INJURY MGMT (PAPER)","PRENTICE","9TH 13","9780078022616"

"KINE 2344","01","REQUIRED","MY HEALTH:OUTCOMES APPROACH","DONATELLE","13","9780321751232"

"KINE 3331","01","REQUIRED","TEACHING CHILDREN PHYSICAL EDUC.-W/DVD","GRAHAM","3RD 08","9780736062107"

"KINE 3333","01","REQUIRED","ADMINISTRATIVE SIDE OF COACHING","LEONARD","2ND 08","9781885693839"

"KINE 3334","01","REQUIRED","BASIC BIOMECHANICS-TEXT","HALL","6TH 11","9780073376448"

"KINE 3346","01","REQUIRED","MEASUREMENT+EVALUATION IN PHYS.ED....","LACY","6TH 11","9780321666550"

"KINE 3347","01","REQUIRED","EXAMINATION OF ORTHOPED.+ATHL.-TEXT","STARKEY","3RD 10","9780803617209"

"KINE 4337","01","REQUIRED","ESSEN.OF EXERCISE PHYSIOLOGY","KATCH","4TH 11","9781608312672"

"KINE 4345","01","REQUIRED","SPORT,PHYSICAL ACTIVITY,+THE LAW","DOUGHERTY","3RD 07","9781571675279"

"LAMS 4151","01","REQUIRED","INSTRUCTOR DID NOT SUBMIT AN ADOPTION","UNKNOWN","0","000000000000"

"LAMS 4352","01","REQUIRED","INSTRUCTOR DID NOT SUBMIT AN ADOPTION","UNKNOWN","0","000000000000"

"LING 3330","01","REQUIRED","CONTEMPORARY LINGUISTICS-STUDY GUIDE","OGRADY","6TH 10","9780312586300"

"LING 3330","01","RECOMMENDED","CONTEMPORARY LINGUISTICS","OGRADY","6TH 10","9780312555283"

"LING 3339","01","REQUIRED","ENGLISH LANGUAGE LEARNERS DAY BY DAY","CELIC","09","9780325026824"

"LING 3339","01","REQUIRED","ESSENTIAL LINGUISTICS","FREEMAN","04","9780325002743"

"LING 3339","01","REQUIRED","MASTERING ESL+BILINGUAL METHODS","HERRERA","2ND 11","9780137056699"

"MATH 0309","01","REQUIRED","ALGEBRA LL W/WEBASSIGN","AUFMANN","2ND","9781111230500"

"MATH 0309","02","REQUIRED","ALGEBRA LL W/WEBASSIGN","AUFMANN","2ND","9781111230500"

"MATH 0309","03","REQUIRED","ALGEBRA LL W/WEBASSIGN","AUFMANN","2ND","9781111230500"

"MATH 1312","01","REQUIRED","USING+UNDERSTANDING...-W/ACCESS (LOOSE)","BENNETT","5TH 11","9780321706065"

"MATH 1312","02","REQUIRED","USING+UNDERSTANDING...-W/ACCESS (LOOSE)","BENNETT","5TH 11","9780321706065"

"MATH 1312","03","REQUIRED","USING+UNDERSTANDING...-W/ACCESS (LOOSE)","BENNETT","5TH 11","9780321706065"

"MATH 1312","04","REQUIRED","USING+UNDERSTANDING...-W/ACCESS (LOOSE)","BENNETT","5TH 11","9780321706065"

"MATH 1312","05","REQUIRED","USING+UNDERSTANDING...-W/ACCESS (LOOSE)","BENNETT","5TH 11","9780321706065"

"MATH 1314","01","REQUIRED","COLLEGE ALGEBRA, HYBRID","STEWART","6TH","9781133600435"

"MATH 1314","01","STUDY AID","ALGEBRAIC EQUATIONS","BARCHARTS","0","000000000000"

"MATH 1314","01","STUDY AID","ALGEBRA-PART 1","BARCHARTS","0","000000000000"

"MATH 1314","01","STUDY AID","ALGEBRA-PART II","BARCHARTS","0","000000000000"

"MATH 1314","02","REQUIRED","COLLEGE ALGEBRA, HYBRID","STEWART","6TH","9781133600435"

"MATH 1314","02","STUDY AID","ALGEBRAIC EQUATIONS","BARCHARTS","0","000000000000"

"MATH 1314","02","STUDY AID","ALGEBRA-PART 1","BARCHARTS","0","000000000000"

"MATH 1314","02","STUDY AID","ALGEBRA-PART II","BARCHARTS","0","000000000000"

"MATH 1314","03","REQUIRED","COLLEGE ALGEBRA, HYBRID","STEWART","6TH","9781133600435"

"MATH 1314","03","STUDY AID","ALGEBRAIC EQUATIONS","BARCHARTS","0","000000000000"

"MATH 1314","03","STUDY AID","ALGEBRA-PART 1","BARCHARTS","0","000000000000"

"MATH 1314","03","STUDY AID","ALGEBRA-PART II","BARCHARTS","0","000000000000"

"MATH 1314","04","REQUIRED","COLLEGE ALGEBRA, HYBRID","STEWART","6TH","9781133600435"

"MATH 1314","04","STUDY AID","ALGEBRAIC EQUATIONS","BARCHARTS","0","000000000000"

"MATH 1314","04","STUDY AID","ALGEBRA-PART 1","BARCHARTS","0","000000000000"

"MATH 1314","04","STUDY AID","ALGEBRA-PART II","BARCHARTS","0","000000000000"

"MATH 1314","05","REQUIRED","COLLEGE ALGEBRA, HYBRID","STEWART","6TH","9781133600435"

"MATH 1314","05","STUDY AID","ALGEBRAIC EQUATIONS","BARCHARTS","0","000000000000"

"MATH 1314","05","STUDY AID","ALGEBRA-PART 1","BARCHARTS","0","000000000000"

"MATH 1314","05","STUDY AID","ALGEBRA-PART II","BARCHARTS","0","000000000000"

"MATH 1314","06","REQUIRED","COLLEGE ALGEBRA, HYBRID","STEWART","6TH","9781133600435"

"MATH 1314","06","STUDY AID","ALGEBRAIC EQUATIONS","BARCHARTS","0","000000000000"

"MATH 1314","06","STUDY AID","ALGEBRA-PART 1","BARCHARTS","0","000000000000"

"MATH 1314","06","STUDY AID","ALGEBRA-PART II","BARCHARTS","0","000000000000"

"MATH 1314","07","REQUIRED","COLLEGE ALGEBRA, HYBRID","STEWART","6TH","9781133600435"

"MATH 1314","07","STUDY AID","ALGEBRAIC EQUATIONS","BARCHARTS","0","000000000000"

"MATH 1314","07","STUDY AID","ALGEBRA-PART 1","BARCHARTS","0","000000000000"

"MATH 1314","07","STUDY AID","ALGEBRA-PART II","BARCHARTS","0","000000000000"

"MATH 1314","08","REQUIRED","COLLEGE ALGEBRA, HYBRID","STEWART","6TH","9781133600435"

"MATH 1314","08","STUDY AID","ALGEBRAIC EQUATIONS","BARCHARTS","0","000000000000"

"MATH 1314","08","STUDY AID","ALGEBRA-PART 1","BARCHARTS","0","000000000000"

"MATH 1314","08","STUDY AID","ALGEBRA-PART II","BARCHARTS","0","000000000000"

"MATH 1336","01","REQUIRED","PROB.SOLV...MATH.F/ELEM.SCH.TCHRS.-W/CD","BILLSTEIN","11TH 13","9780321756664"

"MATH 1336","02","REQUIRED","PROB.SOLV...MATH.F/ELEM.SCH.TCHRS.-W/CD","BILLSTEIN","11TH 13","9780321756664"

"MATH 2312","01","REQUIRED","PRECALCULUS,HYBRID EDITION","LARSON","9TH 14","9781133950547"

"MATH 2312","02","REQUIRED","PRECALCULUS,HYBRID EDITION","LARSON","9TH 14","9781133950547"

"MATH 2312","03","REQUIRED","PRECALCULUS,HYBRID EDITION","LARSON","9TH 14","9781133950547"

"MATH 2312","04","REQUIRED","PRECALCULUS,HYBRID EDITION","LARSON","9TH 14","9781133950547"

"MATH 2312","05","REQUIRED","PRECALCULUS,HYBRID EDITION","LARSON","9TH 14","9781133950547"

"MATH 2312","06","REQUIRED","PRECALCULUS,HYBRID EDITION","LARSON","9TH 14","9781133950547"

"MATH 2312","07","REQUIRED","PRECALCULUS,HYBRID EDITION","LARSON","9TH 14","9781133950547"

"MATH 2312","08","REQUIRED","PRECALCULUS,HYBRID EDITION","LARSON","9TH 14","9781133950547"

"MATH 2312","09","REQUIRED","PRECALCULUS,HYBRID EDITION","LARSON","9TH 14","9781133950547"

"MATH 2312","10","REQUIRED","PRECALCULUS,HYBRID EDITION","LARSON","9TH 14","9781133950547"

"MATH 2313","01","REQUIRED","CALCULUS (LOOSE LEAF) W/WEBASSIGN","STEWART","4TH","9781285124278"

"MATH 2313","01","STUDY AID","CALCULUS I","BARCHARTS","0","000000000000"

"MATH 2313","01","STUDY AID","CALCULUS METHODS","BARCHARTS","0","000000000000"

"MATH 2313","02","REQUIRED","CALCULUS (LOOSE LEAF) W/WEBASSIGN","STEWART","4TH","9781285124278"

"MATH 2313","02","STUDY AID","CALCULUS I","BARCHARTS","0","000000000000"

"MATH 2313","02","STUDY AID","CALCULUS METHODS","BARCHARTS","0","000000000000"

"MATH 2313","03","REQUIRED","CALCULUS (LOOSE LEAF) W/WEBASSIGN","STEWART","4TH","9781285124278"

"MATH 2313","03","STUDY AID","CALCULUS I","BARCHARTS","0","000000000000"

"MATH 2313","03","STUDY AID","CALCULUS METHODS","BARCHARTS","0","000000000000"

"MATH 2313","04","REQUIRED","CALCULUS (LOOSE LEAF) W/WEBASSIGN","STEWART","4TH","9781285124278"

"MATH 2313","04","STUDY AID","CALCULUS I","BARCHARTS","0","000000000000"

"MATH 2313","04","STUDY AID","CALCULUS METHODS","BARCHARTS","0","000000000000"

"MATH 2313","05","REQUIRED","CALCULUS (LOOSE LEAF) W/WEBASSIGN","STEWART","4TH","9781285124278"

"MATH 2313","05","STUDY AID","CALCULUS I","BARCHARTS","0","000000000000"

"MATH 2313","05","STUDY AID","CALCULUS METHODS","BARCHARTS","0","000000000000"

"MATH 2314","01","REQUIRED","CALCULUS (LOOSE LEAF) W/WEBASSIGN","STEWART","4TH","9781285124278"

"MATH 2314","01","STUDY AID","CALCULUS II","BARCHARTS","0","000000000000"

"MATH 2321","01","REQUIRED","CALCULUS (LOOSE LEAF) W/WEBASSIGN","STEWART","4TH","9781285124278"

"MATH 3316","01","REQUIRED","ELEMENTARY ANALYSIS:THEORY OF CALCULUS","ROSS","80","9780387904597"

"MATH 3316","01","REQUIRED","EXPLORATORY EXAMPLES FOR REAL ANALYSIS","SNOW","04","9780883857342"

"MATH 3320","01","REQUIRED","INTRO.TO PRACTICE OF STAT.-TEXT (CL)","MOORE","7TH 12","9781429240208"

"MATH 3320","02","REQUIRED","INTRO.TO PRACTICE OF STAT.-TEXT (CL)","MOORE","7TH 12","9781429240208"

"MATH 3334","01","REQUIRED","PROBABILITY THEORY","ROZANOV","77","9780486635446"

"MGMT 2301","01","REQUIRED","MANAGEMENT","KREITNER","12TH 12","9781111221362"

"MGMT 2301","01","STUDY AID","MANAGEMENT","BARCHARTS","0","000000000000"

"MGMT 2301","02","REQUIRED","MANAGEMENT","KREITNER","12TH 12","9781111221362"

"MGMT 2301","02","STUDY AID","MANAGEMENT","BARCHARTS","0","000000000000"

"MGMT 2301","03","REQUIRED","MANAGEMENT","KREITNER","12TH 12","9781111221362"

"MGMT 2301","03","STUDY AID","MANAGEMENT","BARCHARTS","0","000000000000"

"MGMT 2301","04","REQUIRED","MANAGEMENT","KREITNER","12TH 12","9781111221362"

"MGMT 2301","04","STUDY AID","MANAGEMENT","BARCHARTS","0","000000000000"

"MGMT 2301","05","REQUIRED","MANAGEMENT","KREITNER","12TH 12","9781111221362"

"MGMT 2301","05","STUDY AID","MANAGEMENT","BARCHARTS","0","000000000000"

"MGMT 3332","01","REQUIRED","MANAGING HUMAN RESOURCES","SNELL","16TH 13","9781111532826"

"MGMT 3334","01","REQUIRED","ESSEN.OF ORGANIZATIONAL BEHAVIOR","ROBBINS","12TH 14","9780132968508"

"MGMT 3334","01","REQUIRED","MGMT 3334 COURSEPACK","DUNN","F12","000000000000"

"MGMT 3338","01","REQUIRED","IBUS 3330 CASE STUDIES","LENN","S09","000000000000"

"MGMT 3338","01","REQUIRED","INTERNATIONAL MANAGEMENT","LUTHANS","8TH 11","9780078112577"

"MGMT 3338","02","REQUIRED","IBUS 3330 CASE STUDIES","LENN","S09","000000000000"

"MGMT 3338","02","REQUIRED","INTERNATIONAL MANAGEMENT","LUTHANS","8TH 11","9780078112577"

"MGMT 3340","01","REQUIRED","OPERATIONS+SUPPLY CHAIN MGMT.-TEXT","JACOBS","14TH 14","9780078024023"

"MGMT 3340","02","REQUIRED","OPERATIONS+SUPPLY CHAIN MGMT.-TEXT","JACOBS","14TH 14","9780078024023"

"MGMT 3340","03","REQUIRED","OPERATIONS+SUPPLY CHAIN MGMT.-TEXT","JACOBS","14TH 14","9780078024023"

"MGMT 3340","04","REQUIRED","OPERATIONS+SUPPLY CHAIN MGMT.-TEXT","JACOBS","14TH 14","9780078024023"

"MGMT 3399","01","REQUIRED","PROJECT MANAGEMENT-W/2 CDS","LARSON","5TH 11","9780077426927"

"MGMT 4343","01","REQUIRED","VALUES BASED PROBLEM SOLVING","WILBURN","2ND","9781465203229"

"MKTG 2301","01","REQUIRED","MARKETING:CORE","KERIN","4TH 11","9780078112065"

"MKTG 2301","01","STUDY AID","MARKETING","BARCHARTS","0","000000000000"

"MKTG 2301","02","REQUIRED","MARKETING:CORE","KERIN","4TH 11","9780078112065"

"MKTG 2301","02","STUDY AID","MARKETING","BARCHARTS","0","000000000000"

"MKTG 2301","03","REQUIRED","MARKETING:CORE","KERIN","4TH 11","9780078112065"

"MKTG 2301","03","STUDY AID","MARKETING","BARCHARTS","0","000000000000"

"MKTG 2301","04","REQUIRED","MARKETING:CORE","KERIN","4TH 11","9780078112065"

"MKTG 2301","04","STUDY AID","MARKETING","BARCHARTS","0","000000000000"

"MKTG 2301","05","REQUIRED","MARKETING:CORE","KERIN","4TH 11","9780078112065"

"MKTG 2301","05","STUDY AID","MARKETING","BARCHARTS","0","000000000000"

"MKTG 2301","06","REQUIRED","MARKETING:CORE","KERIN","4TH 11","9780078112065"

"MKTG 2301","06","STUDY AID","MARKETING","BARCHARTS","0","000000000000"

"MKTG 2301","07","REQUIRED","MARKETING:CORE","KERIN","4TH 11","9780078112065"

"MKTG 2301","07","STUDY AID","MARKETING","BARCHARTS","0","000000000000"

"MKTG 3334","01","REQUIRED","BEST PRACTICE CASES IN BRANDING","KELLER","3RD 08","9780131888654"

"MKTG 3334","01","REQUIRED","STRATEGIC BRAND MANAGEMENT","KELLER","4TH 13","9780132664257"

"MKTG 3336","01","REQUIRED","CONSUMER BEHAVIOR","SOLOMON","10TH 13","9780132671842"

"MKTG 3336","02","REQUIRED","CONSUMER BEHAVIOR","SOLOMON","10TH 13","9780132671842"

"MKTG 3343","01","REQUIRED","MARKETING RESEARCH-W/CD","MCDANIEL","8TH 10","9780470087022"

"MKTG 3381","01","REQUIRED","CASES IN MARKETING","WITHEY","09","9780390677006"

"MKTG 3399","01","REQUIRED","MARKETING","ARMSTRONG","11TH 13","9780132744034"

"MKTG 3399","01","REQUIRED","NEW RULES OF MARKETING+PR","SCOTT","3RD 11","9781118026984"

"MKTG 3399","01","REQUIRED","UNDERSTANDING DIGITAL MARKETING","RYAN","2","9780749464271"

"MKTG 4341","01","REQUIRED","GLOBAL MARKETING","KEEGAN","7TH 13","9780132719155"

"MKTG 4345","01","REQUIRED","STRATEGIC MARKETING PROBLEMS","KERIN","13TH 13","9780132747257"

"MUSI 1101","01","REQUIRED","18 LESSONS TO SIGHT READING SUCCESS W/C","MCGILL","0","9781423452997"

"MUSI 1101","01","REQUIRED","ELEMENTS OF MUSIC","STRAUS","3RD 12","9780205007097"

"MUSI 1281","01","REQUIRED","ALFRED'S PIANO 101,BOOK 1","LANCASTER","99","9780739002551"

"MUSI 1281","01","REQUIRED","ALFRED'S..ADULT ALL-IN-ONE...LEV.1-TEXT","PALMER","94","9780882848181"

"MUSI 1281","02","REQUIRED","ALFRED'S PIANO 101,BOOK 1","LANCASTER","99","9780739002551"

"MUSI 1281","02","REQUIRED","ALFRED'S..ADULT ALL-IN-ONE...LEV.1-TEXT","PALMER","94","9780882848181"

"MUSI 1282","01","REQUIRED","ALFRED'S..ADULT ALL-IN-ONE...LEV.1-TEXT","PALMER","94","9780882848181"

"MUSI 1282","01","REQUIRED","FINGERPOWER LEVEL II (04-22)","SCHAUM","0","9781936098170"

"MUSI 1283","01","REQUIRED","SINGING BOOK-W/2 CDS","DAYME","2ND 08","9780393182811"

"MUSI 1283","02","REQUIRED","SINGING BOOK-W/2 CDS","DAYME","2ND 08","9780393182811"

"MUSI 1300","01","REQUIRED","TONAL HARMONY","KOSTKA","7TH 13","9780078025143"

"MUSI 1300","01","REQUIRED","TONAL HARMONY-WORKBOOK","KOSTKA","7TH 13","9780077410179"

"MUSI 1308","01","REQUIRED","LISTENING TO MUSIC-W/4 CDS","ZORN","5TH 07","9780132233781"

"MUSI 2153","02","REQUIRED","LISTENING TO MUSIC-W/4 CDS","ZORN","5TH 07","9780132233781"

"MUSI 2180","01","REQUIRED","ALFRED'S..ADULT ALL-IN-ONE...LEV.3","PALMER","96","9780739000687"

"MUSI 2180","01","REQUIRED","COMPLETE BOOK OF SCALES,CHORDS,....","PALMER","94","9780739003688"

"MUSI 2180","01","REQUIRED","FINGERPOWER LEVEL III (04-23)","SCHAUM","0","9781936098095"

